赚,半数嫌贵
柿,春临帘底动芳心
柿,杏帘半隐系芳心
柿,树立先进帮后进
柿,林家铺子
蹴,亭前艳女金莲瘦
皇,白玉无瑕合君意
皇,白玉无瑕
皇,纵有真心也白搭
肯,一半勾留是此湖
肯,正月无初一
肯,正月少初一
肯,正月没有初一
肯,初一来临是新年
肯,直上广寒宫
肯,正月初一了
肯,正月初一已过
肯,正月初一未到
哈,西口南方变化大
哈,哭出泪来大变样
哈,闭着嘴，却在笑
哈,写时口要合，念他口张开，平时不露面，你笑它准来。
哈,赏心从此莫相违
哈,看似闭着嘴，其实乐开怀。
哈,会上双方一致，想想实在可笑。
哈,沉默不语
哈,半盒点心
哈,双方大变样
哈,喜见双方大变样
哈,吃一半拿一半
哈,丹唇未启笑先闻
哈,不咸不淡
溻,易北河畔对残月
鸿,个中未许红丝系，虽咏关雎各一方
鍸,一字十口金，胡来也和尚
赋,破格选人要三思
冶,首次到云南一日游
冶,斗角钩心在后宫
冶,一点收看江西台
冶,奇峰突兀只横看
鴢,幺蛾扑火
鴢,年幼鸟
鴢,幼鸟
鴢,幺蛾
鴢,年幼鸟不叫
笋,竹下伊人去
笋,伊人辞前留个影
笋,一山空横竹径斜
笋,伊人去后依修竹
笋,秋波噙泪向君前
啖,口中生火
啖,高温预报
啖,口中生火不宜多
啖,一方热气高
啖,一方相聚热当头
池,开发土地资源
池,江边奔马驰
池,匹马奔驰到江边
池,也还沾边
池,雨
沃,东海错沉天亦倾
沃,西湖之夭
沃,夭桃开后日沉西
智,一知半晓
智,六一相逢成知音
智,三方合作学中医
智,中医一日一方剂
智,一知半晓，心计不少
智,一见立即成知音
铚,镰刀砍来
铚,镰刀至上半截
俱,横竖要见到真人
俱,人到之后心无惧
俱,回头合十亦真人
藘,有心留恋草底下
藘,四方归心在花前
藘,四方归心护花前
藘,四方团结在花前
藘,有心留恋草下藏
藘,有心留恋草下生
鬯,山中无他，徒花影雪花耳
鬯,恶雨飘零落花残
鬯,胸怀丘月句半残，花下离人泪四溅
鬯,残雨风中洒，落花山外飞
鬯,参差空谷落花处，南北东西着马蹄
鬯,特区四点转变，全靠虚心团结
绁,三十年来续前缘
绁,世居异乡
菵,罔念前前二十载
舲,令弟子离船
舲,令郎君下船
舲,令东方航空
舲,令弟子离开
褜,胞衣未解解
褜,胞衣未解脱
褜,胞衣未解
褜,胞衣未解口
褜,胞衣
褜,胞衣未解带
訏,一言于天下
訏,一言于公
訏,谈于一言
訏,有言于天下
訏,一言于众
訏,谈及此事
合,一人独上断头台
合,直上三十里
合,去一人还有一口，去一口还有一人。
合,人口一定要适中
合,琴心归一方
合,鳏寡孤独
合,琴心归依那一方
合,单身汉
合,一人一张嘴
合,有皿能把物存，有口笑出声音，有手把物取走，有鸟象征和平。
合,人要同心
鄜,梅花依旧伴郎归
鄜,梅花依旧映阶前
鄜,梅花点点落阶前
铃,深黄秋色染山岭
殪,一夜亭前两相依
镐,秋收之后人高升
镐,高攀不上，有钱来。
镐,高攀不上有钱来
镐,秋分之后人高升
歪,不止一横
歪,一线牵连无了结
歪,此字谁也写不正
歪,斜
歪,正喝半杯便倒
鲢,鱼连汤带水
鲢,连山钓鲫鱼
鲢,连日有鱼
窃,三四小舟横洞口
窃,运石砌洞口，彻底避穴地
坩,神童来岁将为相
鑪,秋色笼罩四方
鑪,秋色笼罩四方，波光掠影映
锤,一行珠帘闲不卷
虱,破伤风
虱,下乡依然老作风
虱,白头尚有古风存
夥,朝朝暮暮巧相逢
夥,硕果累累
夥,桃李满天下
夥,结实累累
笑,翠翳幽篁别有天
笑,短命二郎
笑,竹下无女妖
笑,人间开并蒂，天上会双星
笑,工人个个要团结
笑,古来征战几人回
笑,竹影摇倾西北天
笑,舍命陪君子
筐,荆棘丛生匡王城
筐,个个匡扶正派
娃,闺中少女
娃,半妆正俟帝皇来
娃,土生土长俏佳丽
娃,说是天生一对，地设一双，两天也不见踪影，让妾坐立不安，有话难言。
娃,闺中一裙钗
娃,闺女出门尚稚年
娃,千金难舍相邻地
娃,闺中伴千金
娃,王家有女正长成
娃,千金出闰门
娃,闺中女伴年尚幼
娃,土生土长西安女
娃,耍滑头招来事事非非
娃,千金出闺门
娃,出闺房巧遇一千金
娃,出门闺女
鲆,山东平南
鲆,山东平南北
顶,无题一首灯下留
顶,宁可丢掉乌纱帽，哪顾厄临身上来
顶,第四联
顶,夜筝声起各东西
顶,灯光暗淡半遮颜
搜,老汉帮手查找
殂,夕辉一夜照长堤
殂,月夜双桥影参差
殂,夜夜减清辉
菩,部落首领
菩,辜散之而复聚
菩,十分辛苦，十分收成
菩,苦心寥寥泣断泪
菩,苦中挣脱得立身
菩,三十年来费苦心
瘘,西楼空剩花柳在
繂,开垦荒土，率先引水
氛,空气含草香
氛,三五小舟遇顶风
氛,别有幽愁暗恨生
氛,别发火
足,吴头楚尾
足,添二就是字
足,一一称是
足,只走一半
足,一再不是居人下
硗,系桡岩下望东流
茑,花前相思听鸟声
茑,花前一只白头翁
菏,荷池相聚不见他
菏,池畔赏荷人已回
密,棹穿波底月，桥隔岭前星
密,上岗必戴安全帽
密,山峰倒遇棹穿波
副,到后来必有后福
副,画堂之中一别后
丈,人生便是战斗
丈,拄杖折柳入君手
丈,扶杖买春来
丈,无人打仗
侮,一生忏悔心不安
侮,两人一个妈妈
侮,你走后会后悔
侮,人海无定波
侮,每逢佳节两地走
侮,每到人前总受欺
侮,不信其言应后悔
洞,周遭潦浸纵横流
洞,高桥流水聚一方
遭,送去云长，迎来孟德。
遭,四十口登日走
遭,一曲低音送出关
遭,送别云长孟德还
蔫,焉能无心草下藏
潮,十月十日到西湖
潮,十里西湖一望中
潮,昨天有雨
潮,湖中倒影
潮,这月二十日，雨水没间断
潮,湖中显倒影
矻,石不能言
矻,石乞
麻,新春伊始要造林
麻,广植草和树
麻,一对枕头放床前
麻,厂前种点草，厂里要植林
麻,槐树庄前来相会
麻,庭前有树春先到
麻,广造林
麻,本厂定点生产木偶
覍,小见
覍,小見沒有規格
覍,少见也有奇觀
覍,小见有奇才
覍,小見沒有異常
覍,小見沒有光
覍,少见有異常
覍,少见也有奇遇
覍,少见怪異
覍,少见有奇遇
裼,服装改革
囹,贪财落得狱泪垂
囹,领先填补国内空白
叮,似可非可
茀,昔日一别，念你莫念，花前
茀,弗陵之子曰
茀,弗陵之子
竭,站前无水解渴
咕,湖心亭中来相会
咕,登门相问来舍下
咕,横看有十口，竖看有十口，不单是十口，而是十二口。
咕,临牖欲会好龙公
往,中国改革人才倍出
往,中国改革人人拥护
往,国内改革，人人参与
往,人人参加国内改革
往,中国改革人人参加
往,中国移动，人人拥有
往,国内改革要先行
酎,春雨连绵避酒村
酎,日落之时酒已干
酎,鸡鸣时节恰黄昏
酎,日落之时有酉时
酎,日落之时有酉金
脙,请月来帮忙
脙,请月来求教
脙,请月来帮帮我
脙,请月来求教育
脙,求教之后月相伴
脙,请月来帮助
跁,蜀道横斜马蹄痕
锚,改编古书《镜花缘》
愿,小厂一心填补空白
愿,把开源节流挂在心上
愿,小厂一心填空白
愿,小厂牵动皓首心
愿,不改初衷
匦,长车九驾匡扶君
匦,铁道穿过小桥侧
匦,终究匠心推后辈
撮,日有开拓进取
撮,最先提出是少数
闾,尚书第
闾,两口之家
闾,夫妻双双把家还
罪,柴米油盐都不是
罪,着手排除三合一
罪,不丁不卯
罪,甲乙丙丁都不对
罕,窗帘半启见南岸
罕,点点蜻蜓桥下飞
罕,突出重点去大干
毪,台上现丑着了慌
栗,东西合作出成果
栗,秋到村头枝瑟索
殆,通宵残云笼一方
殆,一抹斜阳映烽火
殆,列缺东来见雨花
纤,红退香销余弱质
纤,生活难糊口，流泪到异乡
纤,白首苦心续前缘
钥,欲钓前生空甩钩
钥,秋月定相逢
扩,提前一点进厂
扩,新春伊始，开拓前进
砘,残碑耸立古村前
砘,清岩山顶古村西
砘,连绵七山上碧空
砘,石屯
托,一毛不拔是先生
托,虚心携手共向前
托,扫除残雪宅前清
疔,前连京兆，后接南宁
疔,三星辉映一厅明
礞,石蒙
窍,穷则思变，肯出国，巧进取
窍,挖掉穷根巧安排
窍,朽木没用，上头有洞，稍一加工，又变成洞。
窍,巧挖穷根
窍,亏空一直难填补
窍,亏空一定要弥补
窍,一定要避免亏空
窍,横竿垂钓乘闲暇
窍,江左别离兮客南下
雊,雉声啼破句半空
雊,雉声犹在句当头
雊,雉声啼破句半残
雊,雉声犹在句佳
雊,雉声犹在句中央
缲,三方携手共植树
杷,减肥茶
杷,只盼春来归
杷,巴西、日本、约旦
咚,珠泪点点各西东
咚,缩小周围另构图
咚,图改革方式宜细
跖,足下石头
跖,足石
跖,足下一石
跖,足下一石头
跖,足下有石
跖,足下有石头
茴,古田改革旧貌改
茴,系得王孙归意切
碛,厂方负责
翔,未来复习
翔,未来学学者
翔,没羽箭卖个破绽，觑个正着
翔,午后复习
翔,雏燕新生未解飞
翔,出丑羞得对残月
翔,未见云长见张飞
翔,未来展翅定腾飞
肻,星月交映小桥上
肻,星月交映小桥南
肻,孤星眉月照长桥
肻,孤星伴月照长堤
肻,小桥流水月无边
肻,孤星伴月照长桥
模,莫要不露头
模,一草一木，日见其大。
模,暮日降落到村头
模,莫让枕边事挂念调查人
模,暮日降落到村前
模,用心改革，让东方昂首于天下
模,后天生日，有人送茶
模,莫用此木当标准
模,日暮荒村西
鲕,山东而今变样
鲕,山东而今变新貌
鲕,山东而今变了样
艒,独倚扁舟看不足
艒,独有飞舟看落日
艒,独倚扁舟看远山
钶,秋来游人何处去
钶,一方补丁露针头
拈,开店先要请帮手
拈,动手配钥匙
拈,损失一半战略武器
研,翼王未到达
研,石达开
研,岩下蜻蜓比翼飞
研,俨似翼王难显达
研,放手开拓
顾,切盼故音
顾,厄运当终后来顺
顾,厄运来时须先溜
顾,厄运当前抛头颅
羊,种上树，变了样。
羊,真心育新苗
羊,春来便变样
羊,种了树，变了样
羊,一贯用心，点滴积累
羊,用心把守大散关
羊,有气节才有生命活力
羊,首先要用心
羊,有美一人，婉如清扬
羊,一叠人民币
羊,植树变了样
羊,有口咩咩叫，有言细细讲，有水比海大，有人是假装。
羊,因丑而羞
羊,一叠一叠人民币
羊,前前后后和为善
羊,植上树就变样
羊,纵然相逢花君子
羊,出丑之后便知羞
启,结根在所固
启,门
启,扣门无犬吠
启,户口
启,僻里种豆，房前挖塘
孙,后生小子
孙,孔雀东南飞
孙,小子不知姓什么
孙,孔雀东南飞
孙,享乐在后
穄,月挂枝头祭松坡
穄,月挂枝头祭松陵
穄,月挂枝头祭鬼魂
烬,三扇芭蕉退烈焰
鮘,鱼代有鱼
鮘,代有鱼
鮘,鱼代有人游
鮘,鱼代有人
顸,书堪下酒
顸,展卷临东轩，开卷初解颐
蠎,大虫害，水草枯
雷,连日有雨
雷,上能浇禾苗，下能长禾苗，上下相结合，响声震山河。
雷,需要一半，留下一半
雷,日日雨不断
雷,冒雨下田
雷,雪，一直在下，一直在下。
雷,扯掉画皮露了底
雷,需要一半留下一半
雷,雪，一直一直堆
雷,夕阳连雨足
畈,环山又见斜雁归
畈,重阳时节归来
缌,切莫大意
綎,朝廷禁止射雉
綎,朝廷禁止杀青衣
霘,洞中有雨
霘,洞中飞瀑如注注
霘,洞中飞瀑如注露
砚,面对红楼等雁音
砚,放眼唯有一方砖
砚,石见
砚,放眼唯有石头记
砚,放眼唯有一字石
挪,先防缺用提前腊
挪,手起刀落斩二将于阵前
卜,治国有方三顾频
卜,犹记床前补衣影
卜,年终岁末
卜,天下三分人亦散
卜,一边一点
卜,不该撇弃一孤寡
卜,补衣去了
卜,折得柳条穿白鱼
卜,一来就能分上下，一去就有粮，一到就坏，一走就了，一搬就着，一挪就停，一飞就24小时。
卜,恰似无风下半旗
卜,中心要点
卜,在上位，不陵下，在下位，不援上。
卜,牺牲个人献丹心
卜,黄昏外出来求签
卜,升冠格脱靴格
卜,中心一点口不见
肫,月照空山独垂钩
号,一支帐钩挂台下
号,吃亏易泄气
号,吃亏泄气
腻,早春
痞,病从口入
陷,当空焰火映东都
陷,坠入坑中，受损失大
陷,掩映阶前焰火腾
窜,针灸通经络
窜,针炙通经络
谈,挑灯剪烛话前情
谈,秋后重寄语
谈,虽在重灾后，人亦要守信
谈,对坐灯畔读西厢
谈,高温预报
逖,残篷犹带狼烟痕
逖,扁舟逝去笛声传
涪,台下伫立过疏雨
穟,遂见秋月挂枝头
穟,遂见秋月挂西楼
穟,遂送秋波去
穟,遂见秋月挂眉头
夷,一张落雁弓
夷,归鸿云头过，飞入缺月中
夷,落雁一张弓
夷,一人背张弓
夷,一人腰上挂把弓
夷,行人弓箭各在腰
夷,天上新月映人间
褔,四方同心空前团结
褔,四方同心祥运起
褔,四方同心增后福
褔,四方同心，空前团结
鯅,山东省延边
箦,节约点滴人人有责
箦,千夫所指
鍑,黄昏后复习
辅,古稀子美闻福音
冕,晚日一别人离去
冕,一月免礼
冕,晚日一别免相见
冕,一月免衣
冕,一日之盟不可取
澍,十分相思水纵横
澍,江边老树枝已秃
勺,斜月孤星门半开
勺,刃字巧改变
勺,句中没有顿号
勺,听韶声，望北斗，勾起心事一点
勺,一语破的
橙,天癸净后相思重
兆,逃走了
兆,逃之夭夭
兆,有女全姓姚，有手肩能挑，有足蹦蹦跳，有木花夭夭。
迪,邮途之半闻笛鸣
迪,必由之路路必行
趿,三人上路来叫他
趿,不准抽烟
钿,耕农致富
钿,四方筹集添资金
钿,秋色近重阳
钿,西来秋色近重阳
钿,秋思愁断更秋行
钿,水稻成熟时，秋色入画中
钿,秋色笼四方
栽,重九归来半载余
栽,衣未裁成春已到
栽,一息干戈枪归仓
藻,初听流莺喧柳叶
藻,客人一来，品茶当酒
藻,人得空闲品茶水
藻,品茶无人把水添
藻,三间茅构水之东
藻,人生如品茶，心清情自逸
藻,三方共聚会，流水草木间
藻,人生纵横二十载，点滴回味起心头
胬,又添一肉
胬,又生一女肉苁蓉
胬,又生一女肉包头
胬,奴身
测,破格用人，开创先河
测,左边有水右边有刀中间藏着一个宝
测,防洪公约
谳,献计献献
谳,献计献艺
谳,献爱心，说献血
谳,献计献计
谳,献计献策
鐑,结金结银
鐑,非合金结
鐑,结义金结同心人
鐑,结义金结同心愿
浇,江河东去晓星沉
链,金连阡陌
链,金连声
钨,迎日东云背煤归
钨,分离之日
钨,煤
钨,阳
桐,一样是相思
臾,若有言词必奉承
